ID,DATE,Timestamp,TIME,WEEK,ACCURACY,X,Y
fa10-01-71,2010-10-06 23:42,1286376120,23,4,60,-34,26
fa10-01-71,2010-10-07 0:12,1286377920,0,5,60,-40,19
fa10-01-71,2010-10-07 1:30,1286382600,1,5,60,-34,25
fa10-01-71,2010-10-07 1:40,1286383200,1,5,60,-45,12
fa10-01-71,2010-10-07 3:20,1286389200,3,5,60,-43,15
fa10-01-71,2010-10-07 3:51,1286391060,3,5,60,-44,10
fa10-01-71,2010-10-07 4:20,1286392800,4,5,60,-46,8
fa10-01-71,2010-10-07 4:50,1286394600,4,5,60,-44,11
fa10-01-71,2010-10-07 5:20,1286396400,5,5,60,-29,28
fa10-01-71,2010-10-07 5:30,1286397000,5,5,60,-38,17
fa10-01-71,2010-10-07 5:40,1286397600,5,5,60,-31,29
fa10-01-71,2010-10-07 5:50,1286398200,5,5,60,-33,24
fa10-01-71,2010-10-07 6:00,1286398800,6,5,60,-34,19
fa10-01-71,2010-10-07 6:10,1286399400,6,5,60,-34,19
fa10-01-71,2010-10-07 6:20,1286400000,6,5,827,1189,1988
fa10-01-71,2010-10-07 6:30,1286400600,6,5,60,-30,27
fa10-01-71,2010-10-07 6:40,1286401200,6,5,60,-33,25
fa10-01-71,2010-10-07 6:51,1286401860,6,5,827,1189,1988
fa10-01-71,2010-10-07 7:01,1286402460,7,5,60,-38,18
fa10-01-71,2010-10-07 7:10,1286403000,7,5,60,-35,19
fa10-01-71,2010-10-07 7:20,1286403600,7,5,60,-39,20
fa10-01-71,2010-10-07 7:30,1286404200,7,5,60,-37,21
fa10-01-71,2010-10-07 7:40,1286404800,7,5,60,-31,28
fa10-01-71,2010-10-07 7:50,1286405400,7,5,60,-35,23
fa10-01-71,2010-10-07 8:00,1286406000,8,5,60,-38,13
fa10-01-71,2010-10-07 8:10,1286406600,8,5,60,-38,15
fa10-01-71,2010-10-07 8:21,1286407260,8,5,60,-34,22
fa10-01-71,2010-10-07 8:31,1286407860,8,5,60,-29,28
fa10-01-71,2010-10-07 9:31,1286411460,9,5,60,-33,26
fa10-01-71,2010-10-07 10:41,1286415660,10,5,606,4352,4418
fa10-01-71,2010-10-07 12:41,1286422860,12,5,75,3829,4076
fa10-01-71,2010-10-07 17:11,1286439060,17,5,150,3780,3967
fa10-01-71,2010-10-07 21:40,1286455200,21,5,60,-50,0
fa10-01-71,2010-10-07 22:11,1286457060,22,5,60,-50,2
fa10-01-71,2010-10-07 22:17,1286457420,22,5,150,-41,3
fa10-01-71,2010-10-07 22:47,1286459220,22,5,150,-41,3
fa10-01-71,2010-10-07 22:57,1286459820,22,5,150,-43,0
fa10-01-71,2010-10-07 23:07,1286460420,23,5,60,-45,11
fa10-01-71,2010-10-07 23:27,1286461620,23,5,60,-42,11
fa10-01-71,2010-10-07 23:37,1286462220,23,5,60,-50,2
fa10-01-71,2010-10-07 23:49,1286462940,23,5,60,-50,2
fa10-01-71,2010-10-08 0:14,1286464440,0,6,60,-42,14
fa10-01-71,2010-10-08 0:20,1286464800,0,6,60,-47,5
fa10-01-71,2010-10-08 0:32,1286465520,0,6,60,-51,-3
fa10-01-71,2010-10-08 1:02,1286467320,1,6,60,-51,1
fa10-01-71,2010-10-08 1:22,1286468520,1,6,60,-61,-17
fa10-01-71,2010-10-08 1:32,1286469120,1,6,60,-41,14
fa10-01-71,2010-10-08 1:42,1286469720,1,6,60,-52,-2
fa10-01-71,2010-10-08 2:02,1286470920,2,6,60,-53,-7
fa10-01-71,2010-10-08 2:12,1286471520,2,6,60,-49,1
fa10-01-71,2010-10-08 2:22,1286472120,2,6,60,-51,-3
fa10-01-71,2010-10-08 2:42,1286473320,2,6,60,-46,5
fa10-01-71,2010-10-08 2:53,1286473980,2,6,60,-52,-3
fa10-01-71,2010-10-08 3:25,1286475900,3,6,60,-40,16
fa10-01-71,2010-10-08 3:35,1286476500,3,6,60,-40,14
fa10-01-71,2010-10-08 3:45,1286477100,3,6,60,-37,19
fa10-01-71,2010-10-08 3:55,1286477700,3,6,60,-37,18
fa10-01-71,2010-10-08 4:05,1286478300,4,6,60,-36,19
fa10-01-71,2010-10-08 4:15,1286478900,4,6,60,-39,16
fa10-01-71,2010-10-08 4:45,1286480700,4,6,60,-44,11
fa10-01-71,2010-10-08 4:55,1286481300,4,6,60,-40,19
fa10-01-71,2010-10-08 5:15,1286482500,5,6,60,-35,22
fa10-01-71,2010-10-08 5:26,1286483160,5,6,60,-40,16
fa10-01-71,2010-10-08 5:35,1286483700,5,6,60,-37,18
fa10-01-71,2010-10-08 5:45,1286484300,5,6,60,-40,15
fa10-01-71,2010-10-08 5:56,1286484960,5,6,60,-38,19
fa10-01-71,2010-10-08 6:26,1286486760,6,6,60,-41,14
fa10-01-71,2010-10-08 6:56,1286488560,6,6,60,-36,20
fa10-01-71,2010-10-08 7:26,1286490360,7,6,60,-38,18
fa10-01-71,2010-10-08 7:56,1286492160,7,6,60,-38,17
fa10-01-71,2010-10-08 8:06,1286492760,8,6,60,-37,18
fa10-01-71,2010-10-08 8:16,1286493360,8,6,60,-48,-2
fa10-01-71,2010-10-08 8:49,1286495340,8,6,60,-41,12
fa10-01-71,2010-10-08 9:18,1286497080,9,6,60,-54,-2
fa10-01-71,2010-10-08 9:29,1286497740,9,6,60,-45,9
fa10-01-71,2010-10-08 9:40,1286498400,9,6,60,-45,9
fa10-01-71,2010-10-08 11:59,1286506740,11,6,69,3894,4063
fa10-01-71,2010-10-08 12:29,1286508540,12,6,70,3786,3954
fa10-01-71,2010-10-08 13:09,1286510940,13,6,36,4207,4314
fa10-01-71,2010-10-08 17:20,1286526000,17,6,75,3815,4061
fa10-01-71,2010-10-08 17:51,1286527860,17,6,75,3829,4075
fa10-01-71,2010-10-08 18:33,1286530380,18,6,60,-48,4
fa10-01-71,2010-10-08 18:41,1286530860,18,6,60,-44,11
fa10-01-71,2010-10-08 18:51,1286531460,18,6,60,88,92
fa10-01-71,2010-10-08 19:13,1286532780,19,6,60,92,97
fa10-01-71,2010-10-08 19:33,1286533980,19,6,60,-51,0
fa10-01-71,2010-10-08 19:42,1286534520,19,6,60,-47,10
fa10-01-71,2010-10-08 19:52,1286535120,19,6,60,-54,-4
fa10-01-71,2010-10-08 20:23,1286536980,20,6,60,-53,-6
fa10-01-71,2010-10-08 21:15,1286540100,21,6,60,-54,-3
fa10-01-71,2010-10-08 21:34,1286541240,21,6,150,-40,3
fa10-01-71,2010-10-08 22:15,1286543700,22,6,60,-47,4
fa10-01-71,2010-10-09 1:12,1286554320,1,7,60,-47,4
fa10-01-71,2010-10-09 1:32,1286555520,1,7,60,-47,5
fa10-01-71,2010-10-09 2:02,1286557320,2,7,60,-40,16
fa10-01-71,2010-10-09 2:32,1286559120,2,7,60,-45,10
fa10-01-71,2010-10-09 3:02,1286560920,3,7,60,-39,8
fa10-01-71,2010-10-09 3:22,1286562120,3,7,60,-45,8
fa10-01-71,2010-10-09 3:42,1286563320,3,7,60,-47,7
fa10-01-71,2010-10-09 4:12,1286565120,4,7,60,-41,12
fa10-01-71,2010-10-09 4:22,1286565720,4,7,60,-44,10
fa10-01-71,2010-10-09 4:34,1286566440,4,7,60,-44,10
fa10-01-71,2010-10-09 4:53,1286567580,4,7,60,-37,23
fa10-01-71,2010-10-09 5:13,1286568780,5,7,60,-37,22
fa10-01-71,2010-10-09 5:23,1286569380,5,7,60,-36,23
fa10-01-71,2010-10-09 5:43,1286570580,5,7,60,-37,23
fa10-01-71,2010-10-09 6:03,1286571780,6,7,60,-37,21
fa10-01-71,2010-10-09 6:23,1286572980,6,7,60,-45,13
fa10-01-71,2010-10-09 7:14,1286576040,7,7,60,-37,20
fa10-01-71,2010-10-09 7:24,1286576640,7,7,60,-34,25
fa10-01-71,2010-10-09 7:44,1286577840,7,7,60,-38,15
fa10-01-71,2010-10-09 7:54,1286578440,7,7,871,670,987
fa10-01-71,2010-10-09 8:24,1286580240,8,7,60,-42,12
fa10-01-71,2010-10-09 8:34,1286580840,8,7,60,-36,20
fa10-01-71,2010-10-09 8:44,1286581440,8,7,60,-46,10
fa10-01-71,2010-10-09 8:54,1286582040,8,7,60,-43,10
fa10-01-71,2010-10-09 9:04,1286582640,9,7,60,-38,19
fa10-01-71,2010-10-09 9:54,1286585640,9,7,60,-36,17
fa10-01-71,2010-10-09 10:24,1286587440,10,7,60,-29,30
fa10-01-71,2010-10-09 10:54,1286589240,10,7,60,-25,34
fa10-01-71,2010-10-09 11:45,1286592300,11,7,871,670,987
fa10-01-71,2010-10-09 11:55,1286592900,11,7,60,-44,10
fa10-01-71,2010-10-09 12:05,1286593500,12,7,60,-53,-1
fa10-01-71,2010-10-09 12:25,1286594700,12,7,60,-59,-12
fa10-01-71,2010-10-09 12:35,1286595300,12,7,60,-59,-12
fa10-01-71,2010-10-09 13:16,1286597760,13,7,60,-40,17
fa10-01-71,2010-10-09 13:26,1286598360,13,7,60,-40,17
fa10-01-71,2010-10-09 14:11,1286601060,14,7,60,-47,5
fa10-01-71,2010-10-09 14:41,1286602860,14,7,60,-48,6
fa10-01-71,2010-10-09 15:11,1286604660,15,7,60,-47,4
fa10-01-71,2010-10-09 15:31,1286605860,15,7,60,-46,6
fa10-01-71,2010-10-09 15:41,1286606460,15,7,60,-42,13
fa10-01-71,2010-10-09 16:01,1286607660,16,7,522,95,64
fa10-01-71,2010-10-09 16:11,1286608260,16,7,871,670,987
fa10-01-71,2010-10-09 23:52,1286635920,23,7,60,-47,5
fa10-01-71,2010-10-10 0:02,1286636520,0,1,60,-49,3
fa10-01-71,2010-10-10 0:22,1286637720,0,1,60,-58,-11
fa10-01-71,2010-10-10 0:32,1286638320,0,1,60,-51,-1
fa10-01-71,2010-10-10 0:42,1286638920,0,1,60,-46,7
fa10-01-71,2010-10-10 1:23,1286641380,1,1,60,-44,10
fa10-01-71,2010-10-10 1:53,1286643180,1,1,60,-45,8
