ID,DATE,Timestamp,TIME,WEEK,TYPE,TARGET
sp10-01-36,2010-07-24 14:31:14,1279949460,14,7,"incoming+","ecf1b6876eee3e0a0e8a732564d0c50cc39071ac"
sp10-01-36,2010-07-24 15:13:54,1279951980,15,7,"incoming+","8df3b6119df93c77256c65ac894ec8cf37281f44"
sp10-01-36,2010-07-27 13:32:54,1280205120,13,3,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-07-28 14:56:57,1280296560,14,4,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-07-28 12:10:29,1280286600,12,4,"incoming+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-07-28 11:55:04,1280285700,11,4,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-07-29 10:55:53,1280368500,10,5,"incoming+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-07-29 10:42:43,1280367720,10,5,"incoming+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-07-29 10:20:02,1280366400,10,5,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-07-30 12:52:28,1280461920,12,6,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-07-30 12:41:46,1280461260,12,6,"incoming+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-07-30 12:38:48,1280461080,12,6,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-02 16:53:05,1280735580,16,2,"incoming+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-03 23:01:09,1280844060,23,3,"outgoing+","acdbacb42c5514162f8e6b6fbd9670ead6522edf"
sp10-01-36,2010-08-06 18:11:37,1281085860,18,6,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-06 18:01:56,1281085260,18,6,"incoming+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-09 19:31:28,1281349860,19,2,"incoming+","406be475ef4d70275ee7f8384b540eaa44ddd3be"
sp10-01-36,2010-08-09 19:57:54,1281351420,19,2,"incoming+","406be475ef4d70275ee7f8384b540eaa44ddd3be"
sp10-01-36,2010-08-10 17:25:20,1281428700,17,3,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-12 11:49:01,1281581340,11,5,"incoming+","46a15a8e8830d5b956aaac42ffd825797046dd0"
sp10-01-36,2010-08-12 22:47:01,1281620820,22,5,"incoming+","356a192b7913b04c54574d18c28d46e6395428ab"
sp10-01-36,2010-08-12 22:41:33,1281620460,22,5,"incoming+","ffcbdb86d02f07a89f8ffc1bded8ff51996d610b"
sp10-01-36,2010-08-12 23:24:13,1281623040,23,5,"outgoing+","f367d92fc521b9401f8e27e0c970d00d4342dd77"
sp10-01-36,2010-08-13 13:23:49,1281673380,13,6,"incoming+","81b7e63b95b5d56e4913dafbfaf22087e28ef2b7"
sp10-01-36,2010-08-13 18:35:23,1281692100,18,6,"incoming+","81b7e63b95b5d56e4913dafbfaf22087e28ef2b7"
sp10-01-36,2010-08-13 18:23:01,1281691380,18,6,"incoming+","81b7e63b95b5d56e4913dafbfaf22087e28ef2b7"
sp10-01-36,2010-08-13 18:23:00,1281691380,18,6,"outgoing+","81b7e63b95b5d56e4913dafbfaf22087e28ef2b7"
sp10-01-36,2010-08-13 18:22:45,1281691320,18,6,"incoming+","81b7e63b95b5d56e4913dafbfaf22087e28ef2b7"
sp10-01-36,2010-08-13 18:22:25,1281691320,18,6,"outgoing+","81b7e63b95b5d56e4913dafbfaf22087e28ef2b7"
sp10-01-36,2010-08-13 18:21:54,1281691260,18,6,"incoming+","81b7e63b95b5d56e4913dafbfaf22087e28ef2b7"
sp10-01-36,2010-08-13 16:05:55,1281683100,16,6,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-15 16:12:03,1281856320,16,1,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-15 15:53:41,1281855180,15,1,"outgoing+","5acb55499a52e642658c881b2ac6aa27714665e"
sp10-01-36,2010-08-15 15:52:56,1281855120,15,1,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-15 14:38:45,1281850680,14,1,"incoming+","16154f25c56fd93ea148cdc77dfc3d5158a45980"
sp10-01-36,2010-08-16 22:13:15,1281964380,22,2,"outgoing+","81b7e63b95b5d56e4913dafbfaf22087e28ef2b7"
sp10-01-36,2010-08-17 19:03:21,1282039380,19,3,"outgoing+","3c26dffc8a2e8804dfe2c8a1195cfaa5ef6d0014"
sp10-01-36,2010-08-17 19:02:32,1282039320,19,3,"outgoing+","81b7e63b95b5d56e4913dafbfaf22087e28ef2b7"
sp10-01-36,2010-08-17 18:44:21,1282038240,18,3,"incoming+","81b7e63b95b5d56e4913dafbfaf22087e28ef2b7"
sp10-01-36,2010-08-17 18:01:52,1282035660,18,3,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-17 17:39:30,1282034340,17,3,"incoming+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-17 16:08:37,1282028880,16,3,"incoming+","356a192b7913b04c54574d18c28d46e6395428ab"
sp10-01-36,2010-08-18 15:54:07,1282114440,15,4,"incoming+","356a192b7913b04c54574d18c28d46e6395428ab"
sp10-01-36,2010-08-20 11:11:52,1282270260,11,6,"outgoing+","5acb55499a52e642658c881b2ac6aa27714665e"
sp10-01-36,2010-08-20 11:11:23,1282270260,11,6,"outgoing+","5acb55499a52e642658c881b2ac6aa27714665e"
sp10-01-36,2010-08-20 11:11:11,1282270260,11,6,"outgoing+","5acb55499a52e642658c881b2ac6aa27714665e"
sp10-01-36,2010-08-20 11:10:25,1282270200,11,6,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-21 18:14:27,1282382040,18,7,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-22 18:29:31,1282469340,18,1,"outgoing+","cda425d03ee20ec3ca1a2d335365fe49c06c4f56"
sp10-01-36,2010-08-23 13:01:24,1282536060,13,2,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-23 12:07:20,1282532820,12,2,"outgoing+","5acb55499a52e642658c881b2ac6aa27714665e"
sp10-01-36,2010-08-23 12:06:36,1282532760,12,2,"outgoing+","5acb55499a52e642658c881b2ac6aa27714665e"
sp10-01-36,2010-08-23 12:05:59,1282532700,12,2,"outgoing+","8da5a2950028e05a51497b7450de33eb8241a8a3"
sp10-01-36,2010-08-23 21:26:41,1282566360,21,2,"outgoing+","603eb39f41509f8d0dbc5bab6cee82afd93e5591"
sp10-01-36,2010-08-23 21:26:05,1282566360,21,2,"outgoing+","603eb39f41509f8d0dbc5bab6cee82afd93e5591"
sp10-01-36,2010-08-25 16:43:05,1282722180,16,4,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-26 18:21:41,1282814460,18,5,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-26 18:07:33,1282813620,18,5,"incoming+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-26 17:00:30,1282809600,17,5,"incoming+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-31 13:41:35,1283229660,13,3,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-31 13:20:35,1283228400,13,3,"incoming+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-08-31 13:13:15,1283227980,13,3,"incoming+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-09-02 15:05:20,1283407500,15,5,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-09-02 15:03:35,1283407380,15,5,"outgoing+","3c26dffc8a2e8804dfe2c8a1195cfaa5ef6d0014"
sp10-01-36,2010-09-02 15:02:15,1283407320,15,5,"outgoing+","74ccc6dc9fe19dbb5b3307162e006520efb7815a"
sp10-01-36,2010-09-02 15:01:42,1283407260,15,5,"incoming+","74ccc6dc9fe19dbb5b3307162e006520efb7815a"
sp10-01-36,2010-09-02 22:00:49,1283432400,22,5,"outgoing+","46a15a8e8830d5b956aaac42ffd825797046dd0"
sp10-01-36,2010-09-02 21:11:58,1283429460,21,5,"incoming+","46a15a8e8830d5b956aaac42ffd825797046dd0"
sp10-01-36,2010-09-02 17:20:59,1283415600,17,5,"incoming+","46a15a8e8830d5b956aaac42ffd825797046dd0"
sp10-01-36,2010-09-07 14:38:32,1283837880,14,3,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-09-08 12:12:58,1283915520,12,4,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-09-09 12:46:28,1284003960,12,5,"incoming+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-09-09 12:19:25,1284002340,12,5,"incoming+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-09-09 08:09:31,1283987340,08,5,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-09-10 08:07:43,1284073620,08,6,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-09-10 14:21:00,1284096060,14,6,"incoming+","81b7e63b95b5d56e4913dafbfaf22087e28ef2b7"
sp10-01-36,2010-09-10 12:58:43,1284091080,12,6,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-09-11 11:25:06,1284171900,11,7,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-09-12 11:25:49,1284258300,11,1,"incoming+","46be900d1b7e7da8365d39ef1085d533a8a9e193"
sp10-01-36,2010-09-13 10:08:19,1284340080,10,2,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-09-13 08:09:38,1284332940,08,2,"outgoing+","5acb55499a52e642658c881b2ac6aa27714665e"
sp10-01-36,2010-09-13 08:09:18,1284332940,08,2,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-09-13 08:09:05,1284332940,08,2,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
sp10-01-36,2010-09-13 12:54:10,1284350040,12,2,"outgoing+","626e9761bc9ebbd000cf6e122a5937f3f01db70e"
